"county","estimated_population","dt_admin","total_partial_vaccinated","cumulative_fully_vaccinated","cumulative_at_least_one_dose","cumulative_unvaccinated","suppress_data","cumulative_up_to_date_vax","race_eth","age_category","sex","quarter"
"SierraCounty",149,2023-03-31,NA,NA,NA,NA,TRUE,6,"NA","0-17",NA,2023.1
"SierraCounty",149,2023-06-30,NA,NA,NA,NA,TRUE,8,"NA","0-17",NA,2023.2
"SierraCounty",149,2023-08-26,NA,NA,NA,NA,TRUE,8,"NA","0-17",NA,2023.3
"SierraCounty",154,2022-03-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.1
"SierraCounty",154,2022-06-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.2
"SierraCounty",154,2022-09-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.3
"SierraCounty",154,2022-12-31,NA,NA,NA,NA,TRUE,7,"NA","0-17",NA,2022.4
"SierraCounty",154,2023-03-31,NA,NA,NA,NA,TRUE,8,"NA","0-17",NA,2023.1
"SierraCounty",154,2023-06-30,NA,NA,NA,NA,TRUE,8,"NA","0-17",NA,2023.2
"SierraCounty",154,2023-08-26,NA,NA,NA,NA,TRUE,8,"NA","0-17",NA,2023.3
"SierraCounty",670,2022-03-31,21,409,430,240,FALSE,0,"NA","50-64",NA,2022.1
"SierraCounty",670,2022-06-30,23,410,433,237,FALSE,0,"NA","50-64",NA,2022.2
"SierraCounty",670,2022-09-30,21,412,433,237,FALSE,26,"NA","50-64",NA,2022.3
"SierraCounty",670,2022-12-31,26,412,438,232,FALSE,71,"NA","50-64",NA,2022.4
"SierraCounty",670,2023-03-31,26,412,438,232,FALSE,79,"NA","50-64",NA,2023.1
"SierraCounty",670,2023-06-30,26,412,438,232,FALSE,84,"NA","50-64",NA,2023.2
"SierraCounty",670,2023-08-26,26,412,438,232,FALSE,88,"NA","50-64",NA,2023.3
"SierraCounty",934,2022-03-31,29,423,452,482,FALSE,0,"NA","18-49",NA,2022.1
"SierraCounty",934,2022-06-30,32,426,458,476,FALSE,0,"NA","18-49",NA,2022.2
"SierraCounty",934,2022-09-30,33,428,461,473,FALSE,10,"NA","18-49",NA,2022.3
"SierraCounty",934,2022-12-31,34,429,463,471,FALSE,47,"NA","18-49",NA,2022.4
"SierraCounty",934,2023-03-31,35,429,464,470,FALSE,55,"NA","18-49",NA,2023.1
"SierraCounty",934,2023-06-30,36,429,465,469,FALSE,59,"NA","18-49",NA,2023.2
"SierraCounty",934,2023-08-26,36,429,465,469,FALSE,59,"NA","18-49",NA,2023.3
"SierraCounty",1056,2022-03-31,27,652,679,377,FALSE,0,"NA","65+",NA,2022.1
"SierraCounty",1056,2022-06-30,27,657,684,372,FALSE,0,"NA","65+",NA,2022.2
"SierraCounty",1056,2022-09-30,32,657,689,367,FALSE,69,"NA","65+",NA,2022.3
"SierraCounty",1056,2022-12-31,40,658,698,358,FALSE,210,"NA","65+",NA,2022.4
"SierraCounty",1056,2023-03-31,42,658,700,356,FALSE,225,"NA","65+",NA,2023.1
"SierraCounty",1056,2023-06-30,42,658,700,356,FALSE,245,"NA","65+",NA,2023.2
"SierraCounty",1056,2023-08-26,42,658,700,356,FALSE,252,"NA","65+",NA,2023.3
"SiskiyouCounty",2243,2022-03-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.1
"SiskiyouCounty",2243,2022-06-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.2
"SiskiyouCounty",2243,2022-09-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.3
"SiskiyouCounty",2243,2022-12-31,NA,NA,NA,NA,TRUE,1,"NA","0-17",NA,2022.4
"SiskiyouCounty",2243,2023-03-31,NA,NA,NA,NA,TRUE,2,"NA","0-17",NA,2023.1
"SiskiyouCounty",2243,2023-06-30,NA,NA,NA,NA,TRUE,2,"NA","0-17",NA,2023.2
"SiskiyouCounty",2243,2023-08-26,NA,NA,NA,NA,TRUE,2,"NA","0-17",NA,2023.3
"SiskiyouCounty",3028,2022-03-31,101,892,996,2032,FALSE,0,"NA","0-17",NA,2022.1
"SiskiyouCounty",3028,2022-06-30,97,905,1005,2023,FALSE,0,"NA","0-17",NA,2022.2
"SiskiyouCounty",3028,2022-09-30,102,911,1016,2012,FALSE,13,"NA","0-17",NA,2022.3
"SiskiyouCounty",3028,2022-12-31,103,915,1021,2007,FALSE,68,"NA","0-17",NA,2022.4
"SiskiyouCounty",3028,2023-03-31,103,917,1023,2005,FALSE,81,"NA","0-17",NA,2023.1
"SiskiyouCounty",3028,2023-06-30,106,917,1026,2002,FALSE,86,"NA","0-17",NA,2023.2
"SiskiyouCounty",3028,2023-08-26,109,917,1029,1999,FALSE,90,"NA","0-17",NA,2023.3
"SiskiyouCounty",3090,2022-03-31,80,341,421,2669,FALSE,0,"NA","0-17",NA,2022.1
"SiskiyouCounty",3090,2022-06-30,75,361,436,2654,FALSE,0,"NA","0-17",NA,2022.2
"SiskiyouCounty",3090,2022-09-30,74,372,446,2644,FALSE,0,"NA","0-17",NA,2022.3
"SiskiyouCounty",3090,2022-12-31,78,377,455,2635,FALSE,38,"NA","0-17",NA,2022.4
"SiskiyouCounty",3090,2023-03-31,74,383,457,2633,FALSE,40,"NA","0-17",NA,2023.1
"SiskiyouCounty",3090,2023-06-30,76,383,459,2631,FALSE,43,"NA","0-17",NA,2023.2
"SiskiyouCounty",3090,2023-08-26,81,383,464,2626,FALSE,50,"NA","0-17",NA,2023.3
"SiskiyouCounty",8041,2022-03-31,602,5182,5784,2257,FALSE,2,"NA","50-64",NA,2022.1
"SiskiyouCounty",8041,2022-06-30,604,5238,5842,2199,FALSE,3,"NA","50-64",NA,2022.2
"SiskiyouCounty",8041,2022-09-30,612,5261,5873,2168,FALSE,185,"NA","50-64",NA,2022.3
"SiskiyouCounty",8041,2022-12-31,661,5268,5929,2112,FALSE,1160,"NA","50-64",NA,2022.4
"SiskiyouCounty",8041,2023-03-31,669,5271,5940,2101,FALSE,1306,"NA","50-64",NA,2023.1
"SiskiyouCounty",8041,2023-06-30,669,5272,5941,2100,FALSE,1376,"NA","50-64",NA,2023.2
"SiskiyouCounty",8041,2023-08-26,671,5272,5943,2098,FALSE,1418,"NA","50-64",NA,2023.3
"SiskiyouCounty",11991,2022-03-31,709,8554,9263,2728,FALSE,3,"NA","65+",NA,2022.1
"SiskiyouCounty",11991,2022-06-30,672,8673,9345,2646,FALSE,4,"NA","65+",NA,2022.2
"SiskiyouCounty",11991,2022-09-30,712,8702,9414,2577,FALSE,437,"NA","65+",NA,2022.3
"SiskiyouCounty",11991,2022-12-31,844,8705,9549,2442,FALSE,2902,"NA","65+",NA,2022.4
"SiskiyouCounty",11991,2023-03-31,866,8705,9571,2420,FALSE,3191,"NA","65+",NA,2023.1
"SiskiyouCounty",11991,2023-06-30,873,8705,9578,2413,FALSE,3701,"NA","65+",NA,2023.2
"SiskiyouCounty",11991,2023-08-26,874,8705,9579,2412,FALSE,3901,"NA","65+",NA,2023.3
"SiskiyouCounty",14922,2022-03-31,952,6319,7271,7651,FALSE,4,"NA","18-49",NA,2022.1
"SiskiyouCounty",14922,2022-06-30,984,6406,7390,7532,FALSE,4,"NA","18-49",NA,2022.2
"SiskiyouCounty",14922,2022-09-30,998,6452,7450,7472,FALSE,114,"NA","18-49",NA,2022.3
"SiskiyouCounty",14922,2022-12-31,1026,6468,7494,7428,FALSE,604,"NA","18-49",NA,2022.4
"SiskiyouCounty",14922,2023-03-31,1035,6477,7512,7410,FALSE,708,"NA","18-49",NA,2023.1
"SiskiyouCounty",14922,2023-06-30,1040,6478,7518,7404,FALSE,777,"NA","18-49",NA,2023.2
"SiskiyouCounty",14922,2023-08-26,1042,6478,7520,7402,FALSE,798,"NA","18-49",NA,2023.3
"SolanoCounty",24494,2022-03-31,14,4,19,24475,FALSE,0,"NA","0-17",NA,2022.1
"SolanoCounty",24494,2022-06-30,506,4,511,23983,FALSE,0,"NA","0-17",NA,2022.2
"SolanoCounty",24494,2022-09-30,1045,859,1905,22589,FALSE,0,"NA","0-17",NA,2022.3
"SolanoCounty",24494,2022-12-31,913,1459,2373,22121,FALSE,57,"NA","0-17",NA,2022.4
"SolanoCounty",24494,2023-03-31,901,1657,2559,21935,FALSE,262,"NA","0-17",NA,2023.1
"SolanoCounty",24494,2023-06-30,921,1707,2629,21865,FALSE,379,"NA","0-17",NA,2023.2
"SolanoCounty",24494,2023-08-26,958,1723,2682,21812,FALSE,426,"NA","0-17",NA,2023.3
"SolanoCounty",36790,2022-03-31,1547,11426,12973,23817,FALSE,2,"NA","0-17",NA,2022.1
"SolanoCounty",36790,2022-06-30,1523,12224,13747,23043,FALSE,3,"NA","0-17",NA,2022.2
"SolanoCounty",36790,2022-09-30,1563,12852,14415,22375,FALSE,3,"NA","0-17",NA,2022.3
"SolanoCounty",36790,2022-12-31,1614,13023,14637,22153,FALSE,1632,"NA","0-17",NA,2022.4
"SolanoCounty",36790,2023-03-31,1642,13093,14735,22055,FALSE,2077,"NA","0-17",NA,2023.1
"SolanoCounty",36790,2023-06-30,1671,13109,14780,22010,FALSE,2254,"NA","0-17",NA,2023.2
"SolanoCounty",36790,2023-08-26,1721,13109,14830,21960,FALSE,2390,"NA","0-17",NA,2023.3
"SolanoCounty",36912,2022-03-31,2538,21670,24213,12699,FALSE,2,"NA","0-17",NA,2022.1
"SolanoCounty",36912,2022-06-30,2514,21976,24495,12417,FALSE,4,"NA","0-17",NA,2022.2
"SolanoCounty",36912,2022-09-30,2547,22139,24691,12221,FALSE,452,"NA","0-17",NA,2022.3
"SolanoCounty",36912,2022-12-31,2600,22177,24782,12130,FALSE,2538,"NA","0-17",NA,2022.4
"SolanoCounty",36912,2023-03-31,2618,22207,24830,12082,FALSE,2956,"NA","0-17",NA,2023.1
"SolanoCounty",36912,2023-06-30,2645,22211,24861,12051,FALSE,3150,"NA","0-17",NA,2023.2
"SolanoCounty",36912,2023-08-26,2663,22211,24879,12033,FALSE,3266,"NA","0-17",NA,2023.3
"SolanoCounty",78679,2022-03-31,6103,69707,75810,2869,FALSE,5,"NA","65+",NA,2022.1
"SolanoCounty",78679,2022-06-30,5803,70493,76296,2383,FALSE,6,"NA","65+",NA,2022.2
"SolanoCounty",78679,2022-09-30,5991,70740,76731,1948,FALSE,5456,"NA","65+",NA,2022.3
"SolanoCounty",78679,2022-12-31,6846,70767,77613,1066,FALSE,27478,"NA","65+",NA,2022.4
"SolanoCounty",78679,2023-03-31,7001,70781,77782,897,FALSE,30783,"NA","65+",NA,2023.1
"SolanoCounty",78679,2023-06-30,7080,70783,77863,816,FALSE,36569,"NA","65+",NA,2023.2
"SolanoCounty",78679,2023-08-26,7115,70783,77898,781,FALSE,38982,"NA","65+",NA,2023.3
"SolanoCounty",84246,2022-03-31,6490,70291,76781,7465,FALSE,6,"NA","50-64",NA,2022.1
"SolanoCounty",84246,2022-06-30,6324,70886,77210,7036,FALSE,7,"NA","50-64",NA,2022.2
"SolanoCounty",84246,2022-09-30,6421,71127,77548,6698,FALSE,3903,"NA","50-64",NA,2022.3
"SolanoCounty",84246,2022-12-31,6881,71172,78053,6193,FALSE,20418,"NA","50-64",NA,2022.4
"SolanoCounty",84246,2023-03-31,6995,71204,78199,6047,FALSE,23359,"NA","50-64",NA,2023.1
"SolanoCounty",84246,2023-06-30,7048,71208,78256,5990,FALSE,24354,"NA","50-64",NA,2023.2
"SolanoCounty",84246,2023-08-26,7069,71208,78277,5969,FALSE,24759,"NA","50-64",NA,2023.3
"SolanoCounty",184205,2022-03-31,15808,131299,147108,37097,FALSE,9,"NA","18-49",NA,2022.1
"SolanoCounty",184205,2022-06-30,15976,132632,148609,35596,FALSE,10,"NA","18-49",NA,2022.2
"SolanoCounty",184205,2022-09-30,16253,133376,149630,34575,FALSE,4285,"NA","18-49",NA,2022.3
"SolanoCounty",184205,2022-12-31,16927,133675,150603,33602,FALSE,20209,"NA","18-49",NA,2022.4
"SolanoCounty",184205,2023-03-31,17208,133849,151058,33147,FALSE,23649,"NA","18-49",NA,2023.1
"SolanoCounty",184205,2023-06-30,17391,133879,151271,32934,FALSE,24912,"NA","18-49",NA,2023.2
"SolanoCounty",184205,2023-08-26,17517,133879,151397,32808,FALSE,25512,"NA","18-49",NA,2023.3
"SonomaCounty",20486,2022-03-31,20,4,27,20459,FALSE,0,"NA","0-17",NA,2022.1
"SonomaCounty",20486,2022-06-30,595,5,603,19883,FALSE,0,"NA","0-17",NA,2022.2
"SonomaCounty",20486,2022-09-30,1343,1644,2990,17496,FALSE,1,"NA","0-17",NA,2022.3
"SonomaCounty",20486,2022-12-31,1184,2465,3652,16834,FALSE,54,"NA","0-17",NA,2022.4
"SonomaCounty",20486,2023-03-31,1190,2789,3982,16504,FALSE,470,"NA","0-17",NA,2023.1
"SonomaCounty",20486,2023-06-30,1252,2900,4155,16331,FALSE,715,"NA","0-17",NA,2023.2
"SonomaCounty",20486,2023-08-26,1274,2943,4220,16266,FALSE,806,"NA","0-17",NA,2023.3
"SonomaCounty",34278,2022-03-31,2120,15555,17675,16603,FALSE,5,"NA","0-17",NA,2022.1
"SonomaCounty",34278,2022-06-30,2030,16544,18574,15704,FALSE,5,"NA","0-17",NA,2022.2
"SonomaCounty",34278,2022-09-30,1977,17328,19305,14973,FALSE,6,"NA","0-17",NA,2022.3
"SonomaCounty",34278,2022-12-31,2047,17541,19588,14690,FALSE,2557,"NA","0-17",NA,2022.4
"SonomaCounty",34278,2023-03-31,2059,17685,19744,14534,FALSE,3250,"NA","0-17",NA,2023.1
"SonomaCounty",34278,2023-06-30,2111,17706,19817,14461,FALSE,3599,"NA","0-17",NA,2023.2
"SonomaCounty",34278,2023-08-26,2142,17707,19849,14429,FALSE,3749,"NA","0-17",NA,2023.3
"SonomaCounty",34575,2022-03-31,1731,26024,27761,6814,FALSE,3,"NA","0-17",NA,2022.1
"SonomaCounty",34575,2022-06-30,1693,26407,28106,6469,FALSE,4,"NA","0-17",NA,2022.2
"SonomaCounty",34575,2022-09-30,1705,26623,28334,6241,FALSE,584,"NA","0-17",NA,2022.3
"SonomaCounty",34575,2022-12-31,1785,26693,28484,6091,FALSE,3601,"NA","0-17",NA,2022.4
"SonomaCounty",34575,2023-03-31,1839,26751,28596,5979,FALSE,4330,"NA","0-17",NA,2023.1
"SonomaCounty",34575,2023-06-30,1885,26761,28652,5923,FALSE,4717,"NA","0-17",NA,2023.2
"SonomaCounty",34575,2023-08-26,1905,26761,28672,5903,FALSE,4848,"NA","0-17",NA,2023.3
"SonomaCounty",101647,2022-03-31,4451,85924,90375,11272,FALSE,4,"NA","50-64",NA,2022.1
"SonomaCounty",101647,2022-06-30,4365,86476,90841,10806,FALSE,6,"NA","50-64",NA,2022.2
"SonomaCounty",101647,2022-09-30,4499,86671,91170,10477,FALSE,4912,"NA","50-64",NA,2022.3
"SonomaCounty",101647,2022-12-31,4937,86728,91665,9982,FALSE,28669,"NA","50-64",NA,2022.4
"SonomaCounty",101647,2023-03-31,5045,86760,91805,9842,FALSE,31885,"NA","50-64",NA,2023.1
"SonomaCounty",101647,2023-06-30,5094,86760,91854,9793,FALSE,33200,"NA","50-64",NA,2023.2
"SonomaCounty",101647,2023-08-26,5111,86760,91871,9776,FALSE,33701,"NA","50-64",NA,2023.3
"SonomaCounty",110975,2022-03-31,5422,101362,106784,4191,FALSE,6,"NA","65+",NA,2022.1
"SonomaCounty",110975,2022-06-30,4886,102710,107596,3379,FALSE,10,"NA","65+",NA,2022.2
"SonomaCounty",110975,2022-09-30,4974,103000,107974,3001,FALSE,8219,"NA","65+",NA,2022.3
"SonomaCounty",110975,2022-12-31,5826,103034,108860,2115,FALSE,44803,"NA","65+",NA,2022.4
"SonomaCounty",110975,2023-03-31,5975,103050,109025,1950,FALSE,48289,"NA","65+",NA,2023.1
"SonomaCounty",110975,2023-06-30,6145,103052,109197,1778,FALSE,61653,"NA","65+",NA,2023.2
"SonomaCounty",110975,2023-08-26,6200,103052,109252,1723,FALSE,65717,"NA","65+",NA,2023.3
"SonomaCounty",198918,2022-03-31,12040,159721,171765,27153,FALSE,8,"NA","18-49",NA,2022.1
"SonomaCounty",198918,2022-06-30,12481,160805,173290,25628,FALSE,11,"NA","18-49",NA,2022.2
"SonomaCounty",198918,2022-09-30,12779,161598,174381,24537,FALSE,5048,"NA","18-49",NA,2022.3
"SonomaCounty",198918,2022-12-31,13713,161928,175645,23273,FALSE,26606,"NA","18-49",NA,2022.4
"SonomaCounty",198918,2023-03-31,13976,162164,176144,22774,FALSE,30544,"NA","18-49",NA,2023.1
"SonomaCounty",198918,2023-06-30,14169,162182,176355,22563,FALSE,32009,"NA","18-49",NA,2023.2
"SonomaCounty",198918,2023-08-26,14239,162182,176425,22493,FALSE,32532,"NA","18-49",NA,2023.3
"StanislausCounty",36729,2022-03-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.1
"StanislausCounty",36729,2022-06-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.2
"StanislausCounty",36729,2022-09-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.3
"StanislausCounty",36729,2022-12-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.4
"StanislausCounty",36729,2023-03-31,NA,NA,NA,NA,TRUE,2,"NA","0-17",NA,2023.1
"StanislausCounty",36729,2023-06-30,NA,NA,NA,NA,TRUE,5,"NA","0-17",NA,2023.2
"StanislausCounty",36729,2023-08-26,NA,NA,NA,NA,TRUE,8,"NA","0-17",NA,2023.3
"StanislausCounty",50399,2022-03-31,2884,25409,28304,22095,FALSE,0,"NA","0-17",NA,2022.1
"StanislausCounty",50399,2022-06-30,2853,25901,28765,21634,FALSE,0,"NA","0-17",NA,2022.2
"StanislausCounty",50399,2022-09-30,2853,26236,29100,21299,FALSE,264,"NA","0-17",NA,2022.3
"StanislausCounty",50399,2022-12-31,2889,26314,29214,21185,FALSE,1466,"NA","0-17",NA,2022.4
"StanislausCounty",50399,2023-03-31,2909,26354,29274,21125,FALSE,1788,"NA","0-17",NA,2023.1
"StanislausCounty",50399,2023-06-30,2960,26358,29329,21070,FALSE,1957,"NA","0-17",NA,2023.2
"StanislausCounty",50399,2023-08-26,2984,26358,29353,21046,FALSE,2046,"NA","0-17",NA,2023.3
"StanislausCounty",56256,2022-03-31,2563,9381,11951,44305,FALSE,0,"NA","0-17",NA,2022.1
"StanislausCounty",56256,2022-06-30,2388,10300,12695,43561,FALSE,0,"NA","0-17",NA,2022.2
"StanislausCounty",56256,2022-09-30,2447,10975,13429,42827,FALSE,1,"NA","0-17",NA,2022.3
"StanislausCounty",56256,2022-12-31,2478,11150,13635,42621,FALSE,119,"NA","0-17",NA,2022.4
"StanislausCounty",56256,2023-03-31,2480,11258,13745,42511,FALSE,145,"NA","0-17",NA,2023.1
"StanislausCounty",56256,2023-06-30,2496,11268,13771,42485,FALSE,165,"NA","0-17",NA,2023.2
"StanislausCounty",56256,2023-08-26,2500,11268,13775,42481,FALSE,171,"NA","0-17",NA,2023.3
"StanislausCounty",77562,2022-03-31,5007,68021,73028,4534,FALSE,0,"NA","65+",NA,2022.1
"StanislausCounty",77562,2022-06-30,4846,68586,73432,4130,FALSE,5,"NA","65+",NA,2022.2
"StanislausCounty",77562,2022-09-30,4889,68809,73698,3864,FALSE,4336,"NA","65+",NA,2022.3
"StanislausCounty",77562,2022-12-31,5161,68843,74004,3558,FALSE,20211,"NA","65+",NA,2022.4
"StanislausCounty",77562,2023-03-31,5211,68855,74066,3496,FALSE,22593,"NA","65+",NA,2023.1
"StanislausCounty",77562,2023-06-30,5257,68857,74114,3448,FALSE,24915,"NA","65+",NA,2023.2
"StanislausCounty",77562,2023-08-26,5275,68857,74132,3430,FALSE,25934,"NA","65+",NA,2023.3
"StanislausCounty",94576,2022-03-31,5386,72279,77665,16911,FALSE,1,"NA","50-64",NA,2022.1
"StanislausCounty",94576,2022-06-30,5317,72804,78121,16455,FALSE,2,"NA","50-64",NA,2022.2
"StanislausCounty",94576,2022-09-30,5364,73077,78441,16135,FALSE,2519,"NA","50-64",NA,2022.3
"StanislausCounty",94576,2022-12-31,5580,73147,78727,15849,FALSE,12862,"NA","50-64",NA,2022.4
"StanislausCounty",94576,2023-03-31,5642,73176,78818,15758,FALSE,14912,"NA","50-64",NA,2023.1
"StanislausCounty",94576,2023-06-30,5670,73182,78852,15724,FALSE,15518,"NA","50-64",NA,2023.2
"StanislausCounty",94576,2023-08-26,5690,73182,78872,15704,FALSE,15782,"NA","50-64",NA,2023.3
"StanislausCounty",246429,2022-03-31,14747,149613,164361,82068,FALSE,10,"NA","18-49",NA,2022.1
"StanislausCounty",246429,2022-06-30,14697,151492,166190,80239,FALSE,10,"NA","18-49",NA,2022.2
"StanislausCounty",246429,2022-09-30,14872,152654,167527,78902,FALSE,2704,"NA","18-49",NA,2022.3
"StanislausCounty",246429,2022-12-31,15234,153050,168285,78144,FALSE,12375,"NA","18-49",NA,2022.4
"StanislausCounty",246429,2023-03-31,15412,153336,168749,77680,FALSE,14998,"NA","18-49",NA,2023.1
"StanislausCounty",246429,2023-06-30,15586,153385,168972,77457,FALSE,16048,"NA","18-49",NA,2023.2
"StanislausCounty",246429,2023-08-26,15716,153385,169102,77327,FALSE,16609,"NA","18-49",NA,2023.3
"StatewideCounty",2239667,2022-03-31,1250,733,2084,2237583,FALSE,1,"NA","0-17",NA,2022.1
"StatewideCounty",2239667,2022-06-30,49514,905,50527,2189140,FALSE,1,"NA","0-17",NA,2022.2
"StatewideCounty",2239667,2022-09-30,117408,94812,212410,2027257,FALSE,46,"NA","0-17",NA,2022.3
"StatewideCounty",2239667,2022-12-31,113032,156374,269625,1970042,FALSE,6848,"NA","0-17",NA,2022.4
"StatewideCounty",2239667,2023-03-31,113602,183479,297311,1942356,FALSE,38727,"NA","0-17",NA,2023.1
"StatewideCounty",2239667,2023-06-30,118287,192477,310995,1928672,FALSE,57422,"NA","0-17",NA,2023.2
"StatewideCounty",2239667,2023-08-26,122494,195696,318421,1921246,FALSE,64859,"NA","0-17",NA,2023.3
"StatewideCounty",3199686,2022-03-31,207051,2089544,2297401,902285,FALSE,273,"NA","0-17",NA,2022.1
"StatewideCounty",3199686,2022-06-30,207576,2122537,2330933,868753,FALSE,359,"NA","0-17",NA,2022.2
"StatewideCounty",3199686,2022-09-30,211740,2143987,2356572,843114,FALSE,43773,"NA","0-17",NA,2022.3
"StatewideCounty",3199686,2022-12-31,218963,2149700,2369533,830153,FALSE,267761,"NA","0-17",NA,2022.4
"StatewideCounty",3199686,2023-03-31,222481,2153221,2376579,823107,FALSE,323536,"NA","0-17",NA,2023.1
"StatewideCounty",3199686,2023-06-30,227049,2153855,2381784,817902,FALSE,352441,"NA","0-17",NA,2023.2
"StatewideCounty",3199686,2023-08-26,230087,2153884,2384851,814835,FALSE,367627,"NA","0-17",NA,2023.3
"StatewideCounty",3507810,2022-03-31,177822,1142455,1320459,2187351,FALSE,173,"NA","0-17",NA,2022.1
"StatewideCounty",3507810,2022-06-30,178086,1225773,1404042,2103768,FALSE,235,"NA","0-17",NA,2022.2
"StatewideCounty",3507810,2022-09-30,186148,1293280,1479617,2028193,FALSE,468,"NA","0-17",NA,2022.3
"StatewideCounty",3507810,2022-12-31,193432,1313608,1507232,2000578,FALSE,173765,"NA","0-17",NA,2022.4
"StatewideCounty",3507810,2023-03-31,196005,1324500,1520699,1987111,FALSE,225444,"NA","0-17",NA,2023.1
"StatewideCounty",3507810,2023-06-30,201878,1325851,1527923,1979887,FALSE,253823,"NA","0-17",NA,2023.2
"StatewideCounty",3507810,2023-08-26,206121,1325937,1532253,1975557,FALSE,268113,"NA","0-17",NA,2023.3
"StatewideCounty",6474841,2022-03-31,437180,5641537,6078717,396124,FALSE,348,"NA","65+",NA,2022.1
"StatewideCounty",6474841,2022-06-30,432350,5704912,6137262,337579,FALSE,605,"NA","65+",NA,2022.2
"StatewideCounty",6474841,2022-09-30,455271,5724659,6179930,294911,FALSE,460180,"NA","65+",NA,2022.3
"StatewideCounty",6474841,2022-12-31,521169,5727645,6248814,226027,FALSE,2050425,"NA","65+",NA,2022.4
"StatewideCounty",6474841,2023-03-31,536581,5729335,6265916,208925,FALSE,2308691,"NA","65+",NA,2023.1
"StatewideCounty",6474841,2023-06-30,546795,5729569,6276364,198477,FALSE,2756705,"NA","65+",NA,2023.2
"StatewideCounty",6474841,2023-08-26,550479,5729587,6280066,194775,FALSE,2889800,"NA","65+",NA,2023.3
"StatewideCounty",7427514,2022-03-31,508099,6172394,6680493,747021,FALSE,439,"NA","50-64",NA,2022.1
"StatewideCounty",7427514,2022-06-30,512501,6225358,6737859,689655,FALSE,653,"NA","50-64",NA,2022.2
"StatewideCounty",7427514,2022-09-30,531492,6250202,6781694,645820,FALSE,348153,"NA","50-64",NA,2022.3
"StatewideCounty",7427514,2022-12-31,585667,6255287,6840954,586560,FALSE,1692727,"NA","50-64",NA,2022.4
"StatewideCounty",7427514,2023-03-31,602288,6258488,6860776,566738,FALSE,1947582,"NA","50-64",NA,2023.1
"StatewideCounty",7427514,2023-06-30,611054,6258923,6869977,557537,FALSE,2041562,"NA","50-64",NA,2023.2
"StatewideCounty",7427514,2023-08-26,615235,6258947,6874182,553332,FALSE,2078970,"NA","50-64",NA,2023.3
"StatewideCounty",17103751,2022-03-31,1452294,13233176,14685866,2417885,FALSE,1285,"NA","18-49",NA,2022.1
"StatewideCounty",17103751,2022-06-30,1502873,13347818,14851080,2252671,FALSE,1508,"NA","18-49",NA,2022.2
"StatewideCounty",17103751,2022-09-30,1572089,13420070,14992538,2111213,FALSE,519971,"NA","18-49",NA,2022.3
"StatewideCounty",17103751,2022-12-31,1708150,13446685,15155213,1948538,FALSE,2271633,"NA","18-49",NA,2022.4
"StatewideCounty",17103751,2023-03-31,1757786,13463774,15221937,1881814,FALSE,2642976,"NA","18-49",NA,2023.1
"StatewideCounty",17103751,2023-06-30,1798818,13466422,15265614,1838137,FALSE,2797477,"NA","18-49",NA,2023.2
"StatewideCounty",17103751,2023-08-26,1826032,13466543,15292949,1810802,FALSE,2875589,"NA","18-49",NA,2023.3
"SutterCounty",6369,2022-03-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.1
"SutterCounty",6369,2022-06-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.2
"SutterCounty",6369,2022-09-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.3
"SutterCounty",6369,2022-12-31,NA,NA,NA,NA,TRUE,1,"NA","0-17",NA,2022.4
"SutterCounty",6369,2023-03-31,NA,NA,NA,NA,TRUE,15,"NA","0-17",NA,2023.1
"SutterCounty",6369,2023-06-30,NA,NA,NA,NA,TRUE,17,"NA","0-17",NA,2023.2
"SutterCounty",6369,2023-08-26,NA,NA,NA,NA,TRUE,20,"NA","0-17",NA,2023.3
"SutterCounty",8677,2022-03-31,381,4255,4638,4039,FALSE,1,"NA","0-17",NA,2022.1
"SutterCounty",8677,2022-06-30,381,4359,4742,3935,FALSE,1,"NA","0-17",NA,2022.2
"SutterCounty",8677,2022-09-30,369,4424,4796,3881,FALSE,34,"NA","0-17",NA,2022.3
"SutterCounty",8677,2022-12-31,371,4456,4830,3847,FALSE,221,"NA","0-17",NA,2022.4
"SutterCounty",8677,2023-03-31,372,4472,4847,3830,FALSE,275,"NA","0-17",NA,2023.1
"SutterCounty",8677,2023-06-30,376,4475,4854,3823,FALSE,297,"NA","0-17",NA,2023.2
"SutterCounty",8677,2023-08-26,378,4475,4856,3821,FALSE,308,"NA","0-17",NA,2023.3
"SutterCounty",8969,2022-03-31,276,1611,1887,7082,FALSE,1,"NA","0-17",NA,2022.1
